id,date,city,state,type,ideology,subideology,group,description,image
18182,12/31/2020,Cheney,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Eastern Washington University that read: ""America is not for sale,"" ""United we stand"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
18183,12/31/2020,Easton,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First,"" ""Reclaim America,"" ""Patriot Front"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
18184,12/31/2020,Electra,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison"" and ""United we stand."" Other propaganda resembled a flag and had an embedded QR code directing users to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.3.2019%20Patriot%20Front%20QR%20code_sample_0.jpg
18185,12/31/2020,Elk Grove,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""One nation against invasion,"" ""America First"" and ""Revolution is tradition."" Other propaganda resembled a flag and had an embedded QR code directing users to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.3.2019%20Patriot%20Front%20QR%20code_sample_0.jpg
18186,12/31/2020,Elkton,MD,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First,"" ""For the nation against the state"" and ""Patriot Front.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
18187,12/31/2020,Escondido,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
18188,12/31/2020,Estero,FL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered"" and ""Patriot Front.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
18189,12/31/2020,Fayetteville,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison,"" ""Better dead than red,"" ""For the nation against the state,"" ""Revolution is tradition"" and ""Life of our nation. Liberty of our people. Victory of the American spirit."" Other propaganda resembled a flag and had an embedded QR code directing users to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
18190,12/31/2020,Gardendale,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand,"" ""America is not for sale"" and ""Better dead than red.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
18191,12/31/2020,Georgetown,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First,"" ""Better dead than red,"" ""United we stand"" and ""To ourselves and our posterity."" Other propaganda resembled a flag and had an embedded QR code directing users to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front%20--%202020-10-16%20--%20WA%2C%20Marrowstone%20--%20Telegram%20--%20OCT0187.jpg
18192,12/31/2020,Glendale,AZ,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America,"" ""For the nation against the state"" and ""America First.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
18193,12/31/2020,Goldsmith,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison,"" ""Better dead than red,"" ""United we stand"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
18194,12/31/2020,Grand Junction,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First."" Other propaganda resembled a flag and had an embedded QR code directing users to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.3.2019%20Patriot%20Front%20QR%20code_sample_0.jpg
18195,12/31/2020,Jolly,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Reject poison"" and ""Better dead than red.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
18196,12/31/2020,Lakeville,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Our tradition is revolution"" and ""Life Liberty Victory."" Other propaganda resembled a flag and had an embedded QR code directing users to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20logo.jpg
18197,12/31/2020,Lincoln,RI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First,"" ""Better dead than red"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front%20--%202020-10-16%20--%20WA%2C%20Marrowstone%20--%20Telegram%20--%20OCT0187.jpg
18198,12/31/2020,Linden,MI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First,"" ""For the nation against the state"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
18199,12/31/2020,Greeley,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""For the nation against the state,"" ""Our tradition is revolution"" and ""To ourselves and our posterity.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front%20--%202020-10-16%20--%20WA%2C%20Marrowstone%20--%20Telegram%20--%20OCT0187.jpg
18200,12/31/2020,Greensburg,IN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""For the nation against the state"" and ""America First.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
18201,12/31/2020,Greensburg,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Not stolen conquered"" and ""America First."" Other propaganda resembled a flag and had an embedded QR code directing users to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front%20--%202020-10-16%20--%20WA%2C%20Marrowstone%20--%20Telegram%20--%20OCT0187.jpg
18202,12/31/2020,Havelock,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Reject poison,"" ""America is not for sale"" and ""America First.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
18203,12/31/2020,Jacksonville,AL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First,"" ""Reject poison"" and ""Strong families make strong nations."" Other propagnda read, ""Two parties one tyranny,"" and featured an image of an octopus enveloping a map of the United States.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
18204,12/31/2020,Landenburg,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""For the nation against the state"" and ""Patriot Front."" Other propaganda resembled a flag and had an embedded QR code directing users to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
18205,12/31/2020,Little Rock,AR,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Patriot Front"" and ""America First."" Other propaganda resembled a flag and had an embedded QR code directing users to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.3.2019%20Patriot%20Front%20QR%20code_sample_0.jpg
18206,12/31/2020,Farmville,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Longwood University that read: ""For the nation against the state,"" ""America First"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
18207,12/31/2020,Loraine,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison,"" ""United we stand"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
18208,12/31/2020,Ludlow,CO,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First,"" ""Our tradition is revolution,"" ""America is not for sale"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-26-OH%2C%20Chillicothe-Telegram-OCT0320.jpg
18209,12/31/2020,McFarland,WI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Revolution is tradition,"" ""America First,"" ""Reject poison"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
18210,12/31/2020,McKinney,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison,"" ""Patriot Front,"" ""For the nation against the state"" and ""United we stand.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
18211,12/31/2020,McLean,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America First,"" ""Patriot Front"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
18212,12/31/2020,Meriden,CT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life Liberty Victory,"" ""America First,"" ""For the nation against the state"" and ""Revolution is tradition.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20logo.jpg
